Episode,totRewards,Stags,Forage,Maulings,Q_values
183,-25.0,5,0,25,0.7904924120754003
184,-25.0,11,0,45,0.8328710351884365
185,-81.0,0,0,27,0.8421219014376402
186,-48.0,0,3,17,0.7779751972109079
187,-41.0,0,1,14,0.786247172281146
188,-139.0,2,0,53,0.8013734578341246
189,-73.0,0,2,25,0.8083785465359687
190,-70.0,0,2,24,0.806659044995904
191,-94.0,0,2,32,0.8049202966690063
192,-78.0,2,4,34,0.7959986820071936
193,-25.0,1,7,14,0.7896203130483628
194,-90.0,0,0,30,0.7653498989343643
195,-56.0,1,3,23,0.7609269191324711
196,-77.0,1,3,30,0.7693273440003395
197,-52.0,0,5,19,0.7822129821777344
198,22.0,8,5,21,0.7787924511730671
199,-46.0,0,2,16,0.776109612211585
200,-103.0,0,5,36,0.7647948253154755
201,-41.0,5,5,32,0.7802221340686083
202,-57.0,2,7,28,0.7794839967787266
203,-57.0,2,4,27,0.7928631696105003
204,-35.0,1,3,16,0.8026316684484481
205,-58.0,0,2,20,0.7984935545176267
206,-59.0,0,4,21,0.7948997043818236
207,77.0,13,1,18,0.8024343206733465
208,-27.0,2,4,17,0.8401979324221611
209,-56.0,0,1,19,0.8174343777447939
210,-69.0,0,0,23,0.8228917403519154
211,-37.0,0,5,14,0.8239646143466234
212,-35.0,10,0,45,0.8404567558318377
213,100.0,16,0,20,0.9019454146921635
214,-65.0,4,0,35,0.9530706539750099
215,63.0,15,0,29,0.957553418725729
216,45.0,10,2,19,1.0249515706300736
217,-49.0,0,2,17,1.045603259652853
218,-32.0,2,2,18,1.0179730478674174
219,-47.0,0,1,16,1.0024068200588225
220,96.0,13,2,12,0.9994653674960137
221,-61.0,2,0,27,0.9976973044872284
222,-72.0,1,2,28,0.9799329334497452
223,-67.0,10,1,56,0.9643210262060166
224,126.0,17,1,15,0.9887340158224106
225,-65.0,0,4,23,1.0277718104422093
226,-67.0,0,2,23,1.0534215100109576
227,-52.0,0,2,18,1.041081145554781
228,-74.0,0,1,25,1.037035971879959
229,91.0,15,1,20,1.0472598206996917
230,20.0,11,0,30,1.069646984934807
231,109.0,19,0,27,1.1018852207064629
232,-59.0,3,1,30,1.1315236437320708
233,-30.0,1,2,14,1.1120328027755022
234,-49.0,0,5,18,1.0888444542884828
235,-53.0,0,1,18,1.064037694633007
236,-21.0,0,3,8,1.0835566110908985
237,-49.0,1,1,20,1.0640571846067906
238,-65.0,2,2,29,1.1003285594284535
239,63.0,10,2,13,1.1060022947192192
240,123.0,18,0,19,1.1462867037951947
241,36.0,8,4,16,1.2386988340318204
242,-37.0,2,3,20,1.2579300054907798
243,-103.0,2,0,41,1.2686953821778297
244,-45.0,0,3,16,1.2417700427770615
245,47.0,13,1,28,1.2792772050201893
246,196.0,22,0,8,1.3494992385804654
247,91.0,16,0,23,1.4057388369739057
248,108.0,15,0,14,1.4603398877382279
249,163.0,19,0,9,1.540865361392498
250,166.0,22,0,18,1.62267004519701
251,158.0,20,0,14,1.7370454090833665
252,82.0,12,1,13,1.7921517461538314
253,45.0,14,1,32,1.8592776823043824
254,25.0,12,1,32,1.9548898777365684
255,154.0,19,0,12,1.983293468952179
256,-31.0,0,2,11,2.001335744559765
257,-12.0,6,0,24,1.9917633301019668
258,-45.0,0,3,16,1.9538530257344247
259,36.0,9,0,18,1.9844947531819344
260,175.0,19,0,5,2.055035621225834
261,-23.0,0,1,8,2.15224182844162
262,169.0,19,0,7,2.1336498153209686
263,127.0,19,0,21,2.190165043771267
264,-23.0,0,1,8,2.2079743501544
265,71.0,12,2,17,2.1479708322882654
266,19.0,8,2,21,2.1220266130566596
267,170.0,19,1,7,2.1687444096803663
268,168.0,18,0,4,2.223727284669876
269,179.0,19,1,4,2.2524480414390564
270,88.0,16,0,24,2.314896120429039
271,77.0,16,1,28,2.417023015320301
272,115.0,16,0,15,2.457988920211792
273,127.0,16,0,11,2.548100183010101
274,177.0,21,0,11,2.5769794607162475
275,140.0,16,1,7,2.6041085761785507
276,183.0,21,0,9,2.722378678321838
277,126.0,18,0,18,2.7689542189240455
278,132.0,18,0,16,2.87305131316185
279,146.0,19,1,15,2.9600540727376936
280,130.0,19,0,20,2.9376094657182694
281,145.0,19,0,15,3.0483473777770995
282,118.0,15,1,11,3.0912692081928252
283,24.0,14,1,39,3.1091995567083357
284,146.0,17,0,8,3.205321422815323
285,116.0,16,1,15,3.243503898978233
286,200.0,22,1,7,3.405230153799057
287,14.0,10,4,30,3.43205786049366
288,128.0,17,0,14,3.4454643511772156
289,147.0,18,0,11,3.4467473316192625
290,189.0,21,0,7,3.4246511805057525
291,96.0,12,3,9,3.4666324865818026
292,161.0,17,0,3,3.521895337700844
293,75.0,15,0,25,3.6081051617860793
294,179.0,21,2,11,3.7292532765865327
295,153.0,18,0,9,3.791949406862259
296,168.0,18,0,4,3.822637442946434
297,147.0,18,0,11,3.8351945132017136
298,181.0,19,0,3,3.880178608298302
299,174.0,18,0,2,3.9136543494462965
300,163.0,19,0,9,3.8757711935043333
301,160.0,19,0,10,3.8778458827733995
302,183.0,21,0,9,3.847106258273125
303,112.0,16,0,16,3.9206417483091354
304,134.0,17,0,12,3.998191414475441
305,88.0,15,1,21,4.050015475749969
306,134.0,17,0,12,4.101166112422943
307,165.0,21,0,15,4.1408943670988085
308,125.0,17,0,15,4.145004998445511
309,138.0,18,0,14,4.208520666360855
310,162.0,18,0,6,4.219546055197716
311,191.0,23,0,13,4.263349227309227
312,182.0,20,0,6,4.306510817408562
313,179.0,20,0,7,4.332075240015984
314,200.0,23,0,10,4.398267742991448
315,143.0,17,0,9,4.4264659857749935
316,142.0,18,1,13,4.492685067653656
317,103.0,16,0,19,4.488879683613777
318,79.0,13,0,17,4.506260677576065
319,141.0,18,0,13,4.52109683573246
320,150.0,18,0,10,4.508323804140091
321,149.0,18,2,11,4.552614059448242
322,179.0,20,0,7,4.582133281230926
323,164.0,19,1,9,4.587685445547104
324,186.0,21,0,8,4.556873117685318
325,211.0,25,0,13,4.557084749937058
326,101.0,17,0,23,4.5674315464496615
327,162.0,17,1,3,4.539398540258407
328,-171.0,0,3,58,4.487321758270264
329,133.0,17,2,13,4.460075953602791
330,161.0,17,0,3,4.493051591515541
331,185.0,20,0,5,4.451890709996223
332,178.0,19,0,4,4.489247486591339
333,179.0,20,0,7,4.472280218005181
334,170.0,20,0,10,4.472901853322983
335,208.0,22,0,4,4.449567751288414
336,197.0,20,0,1,4.503569462895394
337,150.0,18,0,10,4.515353602170944
338,95.0,17,0,25,4.57139382481575
339,211.0,22,0,3,4.603597462773323
340,164.0,19,1,9,4.600659944415092
341,156.0,18,0,8,4.67121283352375
342,171.0,18,0,3,4.653245423436164
343,199.0,22,0,7,4.6466456735134125
344,150.0,17,1,7,4.6833858948946
345,208.0,22,0,4,4.673796779513359
346,177.0,21,0,11,4.694703353643417
347,149.0,17,0,7,4.678471127748489
348,67.0,11,2,15,4.679959787130356
349,135.0,18,0,15,4.642029460668564
350,225.0,24,0,5,4.639619082808495
351,173.0,19,1,6,4.64991446852684
352,163.0,18,1,6,4.636334494948387
353,198.0,21,0,4,4.688390429615975
354,205.0,22,0,5,4.726206202507019
355,166.0,19,0,8,4.73714891910553
356,139.0,18,1,14,4.653927638530731
357,80.0,13,1,17,4.67142083644867
358,138.0,16,2,8,4.692184439897537
359,204.0,21,0,2,4.697702803611755
360,175.0,18,1,2,4.70221554338932
361,177.0,22,2,15,4.751376728415489
362,173.0,20,0,9,4.720590404272079
363,227.0,23,0,1,4.74939923286438
364,168.0,21,0,14,4.763633785247802
365,6.0,15,0,48,4.742824773192406
366,138.0,18,0,14,4.754882562160492
367,176.0,20,0,8,4.773935586810112
368,189.0,21,0,7,4.793015284538269
369,141.0,15,0,3,4.763075333237648
370,-72.0,3,3,35,4.774545783996582
371,184.0,21,1,9,4.742232146859169
372,169.0,19,0,7,4.72219098687172
373,182.0,20,0,6,4.719887949228287
374,185.0,20,0,5,4.730891740322113
375,195.0,20,1,2,4.721444274783135
376,145.0,15,1,2,4.74714064180851
377,165.0,18,0,5,4.75955114364624
378,19.0,15,1,44,4.735506048202515
379,-18.0,0,0,6,4.705024698972702
380,174.0,20,1,9,4.672808340191841
381,170.0,17,0,0,4.794430289268494
382,158.0,18,2,8,4.7644799208641055
383,161.0,17,0,3,4.79577787399292
384,234.0,24,0,2,4.836638833284378
385,202.0,22,0,6,4.836201105117798
386,148.0,19,0,14,4.829295588731766
387,182.0,20,0,6,4.860577210187912
388,129.0,16,2,11,4.853162131905556
389,192.0,21,0,6,4.84594936132431
390,211.0,22,0,3,4.821200501322746
391,199.0,21,1,4,4.84329378426075
392,-65.0,4,0,35,4.829681133031845
393,182.0,20,0,6,4.773409367203713
394,166.0,19,0,8,4.772611138224602
395,200.0,22,1,7,4.793089709877968
396,184.0,19,0,2,4.806616717576981
397,176.0,20,0,8,4.782162413597107
398,185.0,20,0,5,4.838397856354714
399,179.0,20,0,7,4.876934640407562
400,154.0,19,0,12,4.814833821058273
401,143.0,19,1,16,4.828196374177932
402,219.0,24,0,7,4.818622306585312
403,166.0,19,0,8,4.832554857134819
404,141.0,18,0,13,4.858182824850083
405,211.0,22,0,3,4.882339557409287
406,195.0,21,0,5,4.869811919927597
407,191.0,20,0,3,4.868396607637405
408,205.0,22,0,5,4.898742926120758
409,207.0,21,0,1,4.911638026237488
410,218.0,23,0,4,4.888789548873901
411,98.0,16,1,21,4.892127196788788
412,190.0,19,0,0,4.87247489631176
413,200.0,22,1,7,4.845611337423325
414,207.0,21,0,1,4.841496895551682
415,197.0,20,0,1,4.860105452537536
416,115.0,15,1,12,4.832528104782105
417,194.0,20,0,2,4.861091685295105
418,162.0,17,1,3,4.834819538593292
419,198.0,21,0,4,4.8304973983764645
420,203.0,21,2,3,4.8657903444767
421,199.0,22,0,7,4.930397046804428
422,187.0,19,0,1,4.915880788564682
423,175.0,19,0,5,4.90887338578701
424,196.0,22,0,8,4.953940439224243
425,139.0,16,0,7,4.939321392774582
426,154.0,19,0,12,4.876088579893112
427,187.0,19,0,1,4.879102948904038
428,227.0,23,0,1,4.877945880889893
429,211.0,22,0,3,4.905633052587509
430,153.0,18,0,9,4.917661175727845
431,186.0,20,1,5,4.899546204805374
432,239.0,26,0,7,4.900474553108215
433,248.0,26,0,4,4.998786360025406
434,207.0,21,0,1,5.0380532419681545
435,149.0,17,0,7,5.031991103887558
436,162.0,18,0,6,5.151847118139267
437,211.0,22,0,3,5.112713303565979
438,183.0,20,1,6,5.156505823135376
439,185.0,19,1,2,5.184023878574371
440,-8.0,4,0,16,5.166501295566559
441,115.0,18,1,22,5.111360009908676
442,162.0,21,0,16,5.113538572788238
443,217.0,22,0,1,5.178180757761002
444,163.0,21,1,16,5.179768288135529
445,165.0,18,0,5,5.203554397821426
446,178.0,19,0,4,5.2491528451442715
447,163.0,17,2,3,5.240502973794937
448,158.0,17,0,4,5.273916485309601
449,225.0,23,1,2,5.254381746053696
450,190.0,21,1,7,5.236386824846267
451,169.0,19,0,7,5.222713860273362
452,191.0,20,0,3,5.200797750949859
453,115.0,16,0,15,5.207110078334808
454,160.0,16,0,0,5.249193462133408
455,207.0,21,0,1,5.240557594299316
456,212.0,22,1,3,5.258556225299835
457,175.0,19,0,5,5.261034903526306
458,157.0,19,0,11,5.25596343755722
459,178.0,19,0,4,5.25516310095787
460,218.0,23,0,4,5.267718193531036
461,185.0,20,0,5,5.315326194763184
462,-52.0,10,1,51,5.278983588218689
463,198.0,21,0,4,5.269067825078964
464,135.0,15,0,5,5.315722209215164
465,191.0,20,0,3,5.285090785026551
466,194.0,20,0,2,5.2530627846717834
467,160.0,18,1,7,5.261542475223541
468,105.0,18,0,25,5.246544001102447
469,146.0,17,0,8,5.2165143465995785
470,185.0,19,1,2,5.2255603730678555
471,195.0,21,0,5,5.188908177614212
472,237.0,24,0,1,5.1643196761608126
473,176.0,19,1,5,5.146871519088745
474,179.0,19,1,4,5.10830553650856
475,204.0,21,0,2,5.129525264501572
476,151.0,17,2,7,5.118633795976638
477,202.0,21,1,3,5.106115087270736
478,-351.0,2,1,124,5.100333596467972
479,148.0,19,0,14,5.0564727908372875
480,198.0,21,0,4,5.06839395403862
481,224.0,23,0,2,5.137599587440491
482,188.0,20,0,4,5.114533774852752
483,224.0,23,0,2,5.0777748382091525
484,187.0,19,0,1,5.077730516195297
485,194.0,20,0,2,5.042931920289993
486,190.0,19,0,0,5.113900798559189
487,181.0,19,0,3,5.089917459487915
488,76.0,16,0,28,5.117344872951508
489,204.0,21,0,2,5.120527811050415
490,4.0,3,1,9,5.100036931037903
491,173.0,20,0,9,5.107945704460144
492,227.0,23,0,1,5.073895747661591
493,198.0,21,0,4,5.111100494861603
494,163.0,19,0,9,5.139659904241562
495,214.0,22,0,2,5.1235939884185795
496,112.0,18,4,24,5.072629402875901
497,178.0,19,0,4,5.065435692071914
498,168.0,18,0,4,5.06173060297966
499,178.0,19,0,4,5.007562718391418
500,225.0,23,1,2,5.005369921922684
501,211.0,22,0,3,5.028939462900162
502,147.0,17,1,8,5.019755563735962
503,201.0,21,0,3,5.02204528927803
504,197.0,20,0,1,5.026848181486129
505,208.0,22,0,4,5.075855141878128
506,175.0,19,0,5,5.139652155637741
507,182.0,20,0,6,5.1387170684337615
508,153.0,18,0,9,5.134908095598221
509,190.0,19,0,0,5.140136240720749
510,202.0,21,1,3,5.1255345475673675
511,121.0,19,0,23,5.149123541116714
512,136.0,16,0,8,5.13091229557991
513,184.0,19,0,2,5.185177465677262
514,159.0,17,1,4,5.1874135863780975
515,160.0,19,0,10,5.199366137981415
516,184.0,19,0,2,5.128687944412231
517,239.0,25,1,4,5.139377071857452
518,107.0,20,0,31,5.1527393794059755
519,55.0,15,1,32,5.153284493684769
520,184.0,19,0,2,5.138071825504303
521,188.0,20,0,4,5.1255829203128815
522,195.0,21,0,5,5.106570031642914
523,133.0,16,0,9,5.117757693529129
524,160.0,16,0,0,5.111310509443283
525,185.0,20,0,5,5.116041926145553
526,162.0,18,0,6,5.123371214866638
527,190.0,22,0,10,5.087320896387101
528,-122.0,0,1,41,5.134719537496567
529,188.0,20,0,4,5.16118026137352
530,188.0,20,0,4,5.1705538010597225
531,190.0,19,0,0,5.157483627796173
532,198.0,20,1,1,5.1305776464939115
533,62.0,16,1,33,5.122396645545959
534,207.0,21,0,1,5.148677613735199
535,168.0,19,2,8,5.138027665615081
536,174.0,20,1,9,5.134742498397827
537,170.0,20,0,10,5.1871183133125305
538,214.0,22,0,2,5.19205912232399
539,184.0,19,0,2,5.1871854901313785
540,198.0,21,3,5,5.167950583696365
541,159.0,18,0,7,5.1938454782962795
542,240.0,24,0,0,5.188401910066605
543,185.0,19,1,2,5.155423747301102
544,124.0,16,0,12,5.180428272485733
545,156.0,18,0,8,5.2037791311740875
546,179.0,18,2,1,5.17024063706398
547,207.0,21,0,1,5.178539881706238
548,222.0,24,0,6,5.220747298002243
549,211.0,22,0,3,5.202772207260132
550,146.0,17,0,8,5.226701854467392
551,182.0,20,0,6,5.216830039024353
552,182.0,20,0,6,5.201889810562133
553,204.0,21,0,2,5.216715718507767
554,201.0,21,0,3,5.220002453327179
555,179.0,19,1,4,5.190459823608398
556,177.0,18,0,1,5.219867635965347
557,164.0,20,0,12,5.228045109510422
558,139.0,16,0,7,5.242198662757874
559,197.0,20,0,1,5.211064655780792
560,138.0,18,0,14,5.180493508577347
561,168.0,18,0,4,5.149240590333939
562,168.0,18,0,4,5.127288128137589
563,161.0,17,0,3,5.104674527645111
564,188.0,20,0,4,5.105215133428573
565,161.0,20,0,13,5.110979521274567
566,37.0,16,0,41,5.1060513651371
567,181.0,18,1,0,5.104110609292984
568,245.0,26,0,5,5.096266634464264
569,199.0,21,1,4,5.15626019001007
570,210.0,21,0,0,5.146567754745483
571,227.0,23,0,1,5.208305413722992
572,218.0,23,0,4,5.2101979827880855
573,201.0,21,0,3,5.2028050088882445
574,204.0,21,0,2,5.209860517978668
575,182.0,20,0,6,5.198630187511444
576,155.0,17,0,5,5.240466816425323
577,209.0,23,0,7,5.228440096378327
578,197.0,20,0,1,5.210297789573669
579,178.0,19,0,4,5.228959432840347
580,248.0,25,1,1,5.239076890945435
581,198.0,21,0,4,5.278033510446549
582,182.0,20,0,6,5.291298594474792
583,193.0,20,2,3,5.26708941578865
584,179.0,20,0,7,5.203722721338272
585,184.0,19,0,2,5.2168725490570065
586,205.0,22,0,5,5.209486788511276
587,170.0,19,1,7,5.210378638505936
588,175.0,19,0,5,5.217510026693344
589,187.0,19,0,1,5.213282835483551
590,172.0,19,0,6,5.201009042263031
591,160.0,19,0,10,5.182651469707489
592,187.0,19,0,1,5.182572566270828
593,159.0,18,0,7,5.214203151464463
594,208.0,22,0,4,5.244428886175156
595,179.0,20,0,7,5.255887705087662
596,176.0,20,0,8,5.283913699388504
597,196.0,21,1,5,5.311043754816056
598,181.0,19,0,3,5.317565834522247
599,201.0,21,0,3,5.31803321480751
600,206.0,22,1,5,5.292921352386474
601,258.0,27,0,4,5.346353682279587
602,193.0,21,1,6,5.36605831861496
603,194.0,20,0,2,5.3600816309452055
604,178.0,19,0,4,5.376270388364792
605,185.0,20,0,5,5.33989443063736
606,189.0,19,2,1,5.364892568588257
607,188.0,20,0,4,5.360804839134216
608,221.0,23,0,3,5.326847107410431
609,171.0,18,0,3,5.293423087596893
610,194.0,20,0,2,5.288173874616623
611,166.0,19,0,8,5.267288335561752
612,177.0,18,0,1,5.292003027200699
613,193.0,21,1,6,5.314707078933716
614,198.0,20,1,1,5.315149365663529
615,212.0,23,0,6,5.273899186849594
616,204.0,21,0,2,5.3151974415779115
617,237.0,24,0,1,5.299100397825241
618,151.0,16,0,3,5.269207140207291
619,168.0,19,2,8,5.232753132581711
620,166.0,19,0,8,5.234529900550842
621,169.0,18,1,4,5.224609105587006
622,-54.0,3,0,28,5.203060094118118
623,213.0,22,2,3,5.204538130760193
624,180.0,20,1,7,5.226609264612198
625,202.0,22,0,6,5.215192017555236
626,133.0,19,0,19,5.276774661540985
627,191.0,20,0,3,5.275198414325714
628,187.0,19,0,1,5.262172193527221
629,229.0,24,1,4,5.263052755594254
630,204.0,22,2,6,5.253783891201019
631,183.0,19,2,3,5.2366561615467075
632,162.0,18,0,6,5.215523570775986
633,184.0,21,1,9,5.209908726215363
634,146.0,16,1,5,5.159663785696029
635,150.0,18,0,10,5.194683607816696
636,169.0,19,0,7,5.225111622810363
637,53.0,17,0,39,5.218903564214706
638,-117.0,0,0,39,5.154050904512405
639,196.0,21,1,5,5.102473748922348
640,175.0,19,0,5,5.094099546670914
641,183.0,20,1,6,5.143662896156311
642,200.0,20,0,0,5.122984745502472
643,200.0,22,1,7,5.144493117332458
644,191.0,20,0,3,5.138885725736618
645,198.0,21,0,4,5.1202500021457675
646,195.0,20,1,2,5.196443388462066
647,201.0,21,0,3,5.193264224529266
648,198.0,21,0,4,5.170342081785202
649,196.0,21,1,5,5.166801012754441
650,195.0,21,0,5,5.157217081785202
651,146.0,17,0,8,5.196757152080536
652,188.0,20,0,4,5.175081762075425
653,100.0,15,4,18,5.181747233867645
654,196.0,21,1,5,5.172412331104279
655,234.0,24,0,2,5.155200536251068
656,197.0,20,0,1,5.217111400365829
657,208.0,22,0,4,5.241122410297394
658,185.0,19,1,2,5.249550057649612
659,168.0,18,0,4,5.29339004278183
660,188.0,20,0,4,5.2579204523563385
661,-68.0,11,2,60,5.227793664932251
662,218.0,23,0,4,5.207950537204742
663,188.0,20,0,4,5.211320443153381
664,164.0,18,2,6,5.181817781925202
665,172.0,18,1,3,5.136837269067764
666,174.0,18,0,2,5.162540597915649
667,201.0,21,0,3,5.174093310832977
668,190.0,22,0,10,5.133839761018753
669,158.0,20,0,14,5.130713078975678
