Episode,totRewards,Stags,Forage,Maulings,Q_values
290,127.0,16,0,11,4.904630432128906
291,174.0,18,0,2,4.947440565824508
292,159.0,18,0,7,4.932460621595383
293,167.0,19,1,8,4.93566469669342
294,155.0,19,1,12,4.948010860681534
295,203.0,23,0,9,4.928643168210983
296,-179.0,0,4,61,4.9808367359638215
297,183.0,21,0,9,4.9298368525505065
298,139.0,16,0,7,4.9298467648029325
299,130.0,16,0,10,4.8747968208789825
300,173.0,18,2,3,4.8840260457992555
301,162.0,18,0,6,4.993812835216522
302,-46.0,13,1,59,5.036451355218888
303,147.0,18,0,11,5.068142694234848
304,148.0,19,0,14,5.100368732213974
305,169.0,20,2,11,5.107138067483902
306,149.0,17,0,7,5.090812335014343
307,211.0,25,0,13,5.073484164476395
308,125.0,17,0,15,5.084111858606338
309,150.0,18,0,10,5.099270005226135
310,166.0,19,0,8,5.088571527004242
311,199.0,22,0,7,5.110556342601776
312,105.0,16,2,19,5.119272700548172
313,198.0,21,0,4,5.12172728061676
314,195.0,21,0,5,5.1174215567111965
315,202.0,22,0,6,5.109331946372986
316,145.0,19,0,15,5.0717388594150545
317,177.0,20,1,8,5.086195023059845
318,166.0,19,0,8,5.1503139281272885
319,175.0,19,0,5,5.193455376625061
320,182.0,20,0,6,5.217404745817184
321,164.0,19,1,9,5.22443746805191
322,178.0,19,0,4,5.2391194725036625
323,169.0,18,1,4,5.257431639432907
324,133.0,16,0,9,5.28733659029007
325,139.0,18,1,14,5.274910939931869
326,211.0,22,0,3,5.307509931325913
327,171.0,21,0,13,5.30366489648819
328,179.0,20,0,7,5.29574890255928
329,169.0,18,1,4,5.301599193811416
330,209.0,22,1,4,5.3182945311069485
331,133.0,16,0,9,5.284077198505401
332,132.0,18,0,16,5.258331234455109
333,164.0,20,0,12,5.273449949026108
334,140.0,17,0,10,5.326552748680115
335,161.0,20,0,13,5.316721432209015
336,165.0,18,0,5,5.3195668995380405
337,167.0,18,2,5,5.301986546516418
338,232.0,25,0,6,5.329905941486358
339,122.0,17,0,16,5.375550574064254
340,169.0,19,0,7,5.3695580410957335
341,200.0,23,0,10,5.382442851066589
342,166.0,18,1,5,5.386703742742538
343,179.0,19,1,4,5.357123310565949
344,163.0,18,1,6,5.309908295869827
345,184.0,22,0,12,5.330347090959549
346,227.0,25,1,8,5.292115218639374
347,205.0,22,0,5,5.324183541536331
348,172.0,19,0,6,5.321086174249649
349,194.0,20,0,2,5.305996129512787
350,198.0,21,0,4,5.30642396569252
351,166.0,18,1,5,5.330420073270798
352,178.0,20,2,8,5.343928563594818
353,172.0,18,1,3,5.371443431377411
354,165.0,18,0,5,5.413964018821717
355,195.0,21,0,5,5.397227226495743
356,171.0,21,0,13,5.474359282255173
357,170.0,20,0,10,5.487848114967346
358,161.0,18,2,7,5.45983057975769
359,163.0,19,0,9,5.491698623895645
360,139.0,18,1,14,5.5023824191093444
361,165.0,18,0,5,5.556222405433655
362,165.0,18,0,5,5.524090501070023
363,169.0,19,0,7,5.547419762611389
364,155.0,18,2,9,5.578750171661377
365,179.0,20,0,7,5.538725929260254
366,160.0,20,2,14,5.6191548573970795
367,176.0,19,1,5,5.6234842550754545
368,142.0,18,1,13,5.61926499247551
369,192.0,21,0,6,5.638707953691482
370,175.0,19,0,5,5.613022578954697
371,158.0,18,2,8,5.663670526742935
372,164.0,17,0,2,5.666302533149719
373,169.0,18,1,4,5.635047286748886
374,176.0,20,0,8,5.5849913358688354
375,206.0,22,1,5,5.606668689250946
376,185.0,20,0,5,5.568254057168961
377,184.0,19,0,2,5.572020001411438
378,198.0,21,0,4,5.5867077302932735
379,142.0,19,0,16,5.556814813613892
380,169.0,19,0,7,5.565186364650726
381,122.0,14,0,6,5.5275368249416355
382,218.0,23,0,4,5.513292846679687
383,168.0,18,0,4,5.499587601423263
384,43.0,9,1,16,5.479881647825241
385,157.0,18,1,8,5.478686484098435
386,137.0,19,1,18,5.454213316440582
387,192.0,21,0,6,5.473153480291367
388,204.0,21,0,2,5.38922236442566
389,191.0,20,0,3,5.314844673871994
390,180.0,20,1,7,5.326945881843567
391,195.0,21,0,5,5.355424828529358
392,153.0,17,1,6,5.361670414209366
393,238.0,25,0,4,5.365538501739502
394,184.0,21,1,9,5.362317100763321
395,182.0,19,1,3,5.374578710794449
396,165.0,18,0,5,5.4051267170906065
397,84.0,15,0,22,5.387574944496155
398,155.0,17,0,5,5.374043986797333
399,149.0,17,0,7,5.346330145597458
400,166.0,19,0,8,5.338688125610352
401,185.0,19,1,2,5.405919400453567
402,152.0,20,0,16,5.400393185615539
403,165.0,18,0,5,5.373833124637604
404,-4.0,14,0,48,5.382932426929474
405,223.0,24,1,6,5.371242934465409
406,195.0,21,0,5,5.3584969925880435
407,165.0,18,0,5,5.368886286020279
408,173.0,20,0,9,5.342319264411926
409,160.0,18,1,7,5.346039681434632
410,208.0,21,1,1,5.368736943006516
411,32.0,10,1,23,5.341270385980606
412,157.0,19,0,11,5.304855394363403
413,214.0,22,0,2,5.308827605247497
414,208.0,22,0,4,5.31191103219986
415,184.0,19,0,2,5.293164777755737
416,201.0,21,0,3,5.234991614818573
417,229.0,25,0,7,5.25040420293808
418,169.0,19,0,7,5.255413846969605
419,198.0,21,0,4,5.2944610095024105
420,165.0,18,0,5,5.289542393684387
421,69.0,15,0,27,5.338060146570205
422,197.0,20,0,1,5.378798269033432
423,204.0,24,0,12,5.379405980110168
424,207.0,21,0,1,5.37322892665863
425,214.0,22,0,2,5.408862954378128
426,191.0,20,0,3,5.41625020980835
427,228.0,24,0,4,5.3995863270759585
428,121.0,16,0,13,5.416946198940277
429,182.0,20,0,6,5.378720607757568
430,156.0,17,1,5,5.39242402791977
431,155.0,17,0,5,5.386433243751526
432,55.0,16,0,35,5.389737411737442
433,194.0,20,0,2,5.395455942153931
434,162.0,17,1,3,5.383219834566116
435,207.0,21,0,1,5.410644357204437
436,179.0,19,1,4,5.42932020187378
437,212.0,22,1,3,5.412024666070938
438,165.0,18,0,5,5.410338693857193
439,150.0,18,0,10,5.443420666456222
440,166.0,19,0,8,5.457805044651032
441,221.0,23,0,3,5.380945056676865
442,208.0,22,0,4,5.377244518995285
443,185.0,19,1,2,5.3759956192970275
444,196.0,22,0,8,5.393578969240188
445,138.0,18,0,14,5.384819588661194
446,183.0,21,0,9,5.340851966142655
447,183.0,20,1,6,5.3529436647891995
448,195.0,20,1,2,5.378814915418625
449,181.0,19,0,3,5.397237902879715
450,200.0,20,0,0,5.430747073888779
451,-55.0,8,0,45,5.435457400083542
452,182.0,20,0,6,5.42328066945076
453,148.0,17,2,8,5.454338393211365
454,191.0,20,0,3,5.488437540531159
455,174.0,18,0,2,5.493807830810547
456,6.0,12,0,38,5.490892120599747
457,195.0,20,1,2,5.483747347593307
458,163.0,19,0,9,5.504719578027725
459,195.0,20,1,2,5.502912434339524
460,160.0,18,1,7,5.510343160629272
461,149.0,17,0,7,5.451946637630463
462,180.0,20,1,7,5.444614392518997
463,46.0,16,0,38,5.417576777935028
464,70.0,13,3,21,5.427087523937225
465,170.0,17,0,0,5.393704475164413
466,188.0,20,0,4,5.467818629741669
467,192.0,21,0,6,5.447468118667603
468,175.0,19,0,5,5.413336952924729
469,164.0,17,0,2,5.338316996097564
470,188.0,20,0,4,5.329209347963333
471,209.0,22,1,4,5.31958786725998
472,153.0,18,0,9,5.301990193128586
473,181.0,19,0,3,5.287056287527085
474,211.0,22,0,3,5.252267493009567
475,175.0,19,0,5,5.249920644760132
476,207.0,21,0,1,5.2048571121692655
477,197.0,20,0,1,5.232896285057068
478,133.0,19,0,19,5.216944854259491
479,194.0,20,0,2,5.222451739311218
480,188.0,20,0,4,5.189751158952713
481,132.0,15,0,6,5.122649396657944
482,194.0,20,0,2,5.096627408266068
483,188.0,19,1,1,5.123394994735718
484,216.0,23,1,5,5.149434419870377
485,197.0,20,0,1,5.156793848276139
486,188.0,20,0,4,5.09811879992485
487,189.0,19,2,1,5.092098109722137
488,204.0,21,0,2,5.094285477399826
489,204.0,21,0,2,5.07688774228096
490,177.0,18,0,1,5.085521903038025
491,163.0,18,1,6,5.028838888406754
492,165.0,18,0,5,5.02915293097496
493,188.0,20,0,4,5.053287029266357
494,165.0,18,0,5,5.054877659082413
495,180.0,21,0,10,5.063550221920013
496,191.0,20,0,3,5.130909231901168
497,177.0,18,0,1,5.10140656709671
498,174.0,18,0,2,5.097744969129562
499,248.0,26,0,4,5.101589403152466
500,175.0,18,1,2,5.090084762573242
501,214.0,22,0,2,5.065111808776855
502,177.0,18,0,1,5.1069900822639465
503,202.0,21,1,3,5.082479939460755
504,200.0,22,1,7,5.106987686157226
505,188.0,20,0,4,5.10706701874733
506,169.0,19,0,7,5.103516892194748
507,167.0,19,1,8,5.10755802154541
508,211.0,21,1,0,5.158033878803253
509,185.0,19,1,2,5.192183806896209
510,-58.0,0,2,20,5.162180172204971
511,164.0,17,0,2,5.223506301641464
512,171.0,18,0,3,5.194540469646454
513,202.0,22,0,6,5.241277210712433
514,136.0,16,0,8,5.213952773809433
515,208.0,22,0,4,5.269532560110092
516,119.0,16,1,14,5.2541340744495395
517,209.0,23,0,7,5.226871317625045
518,197.0,20,0,1,5.22227202296257
519,135.0,15,0,5,5.192702425718307
520,171.0,18,0,3,5.207913589477539
521,191.0,20,0,3,5.248487050533295
522,-52.0,2,0,24,5.217438037395477
523,172.0,18,1,3,5.259001828432083
524,201.0,21,0,3,5.263123995065689
525,111.0,15,0,13,5.231593712568283
526,209.0,22,1,4,5.2158525276184085
527,188.0,20,0,4,5.227031015157699
528,158.0,17,0,4,5.186990003585816
529,244.0,25,0,2,5.146920782327652
530,214.0,22,0,2,5.166096758842468
531,198.0,20,1,1,5.218915561437607
532,94.0,19,0,32,5.24166854262352
533,181.0,19,0,3,5.225542563199997
534,174.0,18,0,2,5.189005331993103
535,198.0,21,0,4,5.164856134653092
536,237.0,24,0,1,5.105399072170258
537,192.0,21,0,6,5.0946454906463625
538,198.0,20,1,1,5.042253402471542
539,195.0,20,1,2,5.005949345827102
540,212.0,21,2,0,5.046974440813065
541,-297.0,4,2,113,5.079629417657852
542,181.0,19,0,3,5.02523509979248
543,185.0,20,0,5,4.995599110126495
544,180.0,19,2,4,5.006837058067322
545,206.0,22,1,5,5.013034520149231
546,147.0,18,0,11,5.041195667982102
547,218.0,23,0,4,5.073380823135376
548,182.0,19,1,3,5.119939372539521
549,105.0,18,0,25,5.158120090961456
550,176.0,19,1,5,5.123670119047165
551,158.0,17,0,4,5.14336660027504
552,172.0,19,0,6,5.145538198947906
553,157.0,19,0,11,5.0871586048603055
554,224.0,23,0,2,5.117678406238556
555,184.0,19,0,2,5.102607277631759
556,180.0,18,0,0,5.094280014038086
557,186.0,21,0,8,5.088796410560608
558,128.0,14,0,4,5.080350474119187
559,181.0,19,0,3,5.074463278055191
560,-130.0,3,2,54,5.05668748497963
561,156.0,16,2,2,5.071910711526871
562,182.0,20,0,6,5.055877658128739
563,212.0,22,1,3,5.065752837657929
564,199.0,21,1,4,5.045776944160462
565,174.0,18,3,3,5.031309417486191
566,175.0,21,1,12,5.084589272737503
567,151.0,16,0,3,5.0756304228305815
568,178.0,19,0,4,5.071930837631226
569,170.0,18,2,4,5.042338870763778
570,168.0,18,0,4,5.074755871295929
571,163.0,19,3,10,5.096493589878082
572,181.0,18,1,0,5.12035856962204
573,169.0,18,1,4,5.14013980269432
574,169.0,19,0,7,5.124360080957413
575,121.0,13,3,4,5.1392193698883055
576,52.0,15,1,33,5.182246168851853
577,-55.0,0,2,19,5.198574885129928
578,170.0,19,1,7,5.103113862276078
579,201.0,21,0,3,5.094711866378784
580,180.0,18,0,0,5.073226482868194
581,198.0,20,1,1,5.024760844707489
582,170.0,18,2,4,5.044886300563812
583,211.0,22,0,3,4.999887810945511
584,185.0,20,0,5,5.000288225412369
585,187.0,19,0,1,4.999903906583786
586,159.0,18,0,7,5.019926316738129
587,61.0,16,0,33,4.968658138513565
588,162.0,17,1,3,4.934912444353103
589,218.0,22,1,1,4.907914214730263
590,-101.0,7,0,57,4.907598711252213
591,182.0,20,0,6,4.966443800926209
592,186.0,20,1,5,5.043873060941696
593,231.0,24,0,3,5.026324036121369
594,145.0,16,0,5,5.04511687040329
595,194.0,20,0,2,5.039995611906051
596,186.0,20,1,5,5.00318701505661
597,254.0,26,0,2,5.002200226783753
598,197.0,20,0,1,4.999400006532669
599,173.0,19,1,6,4.983129249811173
600,140.0,16,1,7,4.982251191735267
601,158.0,17,0,4,5.013612244129181
602,182.0,20,0,6,5.004707623720169
603,208.0,22,0,4,4.9974480211734775
604,173.0,19,1,6,5.0183212232589725
605,202.0,21,1,3,5.030184772014618
606,180.0,21,0,10,5.077435930967331
607,173.0,19,1,6,5.074844733476639
608,79.0,15,1,24,5.081708399057388
609,206.0,23,0,8,5.087374621629715
610,211.0,22,0,3,5.122455066442489
611,221.0,23,0,3,5.112022607326508
612,168.0,18,0,4,5.073682374954224
613,158.0,17,0,4,5.070749012231826
614,185.0,20,0,5,5.10542061328888
615,202.0,21,1,3,5.077473607063293
616,198.0,21,0,4,5.106520850658416
617,179.0,20,0,7,5.105045919418335
618,179.0,19,1,4,5.078166021108627
619,206.0,22,1,5,5.063087038993835
620,184.0,19,0,2,5.095732659101486
621,212.0,23,0,6,5.09024201631546
622,179.0,19,1,4,5.088302561044693
623,185.0,20,0,5,5.106591546535492
624,127.0,15,1,8,5.110590839385987
625,202.0,20,2,0,5.099731628894806
626,178.0,20,2,8,5.135120884180069
627,174.0,18,0,2,5.1429628348350525
628,206.0,21,2,2,5.219413461685181
629,201.0,21,0,3,5.246972632408142
630,192.0,20,1,3,5.248690741062164
631,174.0,18,0,2,5.286413865089417
632,202.0,22,0,6,5.298709315061569
633,205.0,22,0,5,5.3039123094081875
634,192.0,20,1,3,5.307926504611969
635,187.0,19,0,1,5.304718573093414
636,208.0,22,0,4,5.356637749671936
637,208.0,22,0,4,5.408193315267563
638,233.0,24,2,3,5.376670401096344
639,-33.0,0,0,11,5.379709656238556
640,191.0,20,0,3,5.4230901610851285
641,200.0,20,0,0,5.465055886507034
642,59.0,16,1,34,5.449452925920486
643,174.0,18,0,2,5.416364061832428
644,193.0,20,2,3,5.437515509128571
645,211.0,22,0,3,5.456193605661392
646,161.0,17,0,3,5.408027144670487
647,188.0,19,1,1,5.4118621945381165
648,121.0,18,1,20,5.385616098642349
649,189.0,20,1,4,5.371868804693222
650,173.0,20,0,9,5.404795295000076
651,173.0,20,0,9,5.3849772930145265
652,226.0,25,0,8,5.384396002292633
653,181.0,19,0,3,5.396267380714416
654,128.0,17,0,14,5.371208609342575
655,227.0,23,0,1,5.382041187286377
656,176.0,19,1,5,5.376151309013367
657,224.0,23,0,2,5.338613333702088
658,218.0,23,0,4,5.373713227510453
659,175.0,19,0,5,5.376451554298401
660,241.0,25,0,3,5.3731690335273745
661,204.0,21,0,2,5.338277608156204
662,172.0,19,0,6,5.346141422986984
663,161.0,17,0,3,5.374697790145874
664,175.0,19,0,5,5.405313619375229
665,80.0,15,2,24,5.382461397647858
666,176.0,20,0,8,5.377982345819473
667,225.0,24,0,5,5.344892330169678
668,225.0,23,1,2,5.373670554161071
669,108.0,15,3,15,5.349535826444626
670,166.0,19,0,8,5.3524212849140165
671,128.0,17,0,14,5.351378891468048
672,152.0,17,0,6,5.334742299318314
673,175.0,18,1,2,5.331799967288971
674,152.0,17,0,6,5.314939744472504
675,168.0,18,0,4,5.321631844043732
676,194.0,20,0,2,5.305486903190613
