Episode,totRewards,Stags,Forage,Maulings,Q_values
284,117.0,19,2,25,4.580804036855698
285,171.0,21,0,13,4.69831957757473
286,155.0,20,0,15,4.620344697833061
287,157.0,19,0,11,4.650025604963303
288,170.0,20,0,10,4.656283573508262
289,172.0,19,0,6,4.808048192858696
290,92.0,19,1,33,4.70497706592083
291,133.0,16,3,10,4.685184724926948
292,173.0,19,1,6,4.708019207715989
293,179.0,20,0,7,4.813108242750168
294,146.0,17,0,8,4.893522758483886
295,225.0,24,0,5,4.8738005673885345
296,144.0,18,0,12,5.042138202190399
297,88.0,15,1,21,4.978406188488006
298,191.0,20,0,3,4.784521400928497
299,105.0,15,0,15,4.964051022529602
300,136.0,16,0,8,4.987079434394836
301,177.0,20,1,8,4.904616180062294
302,94.0,16,0,22,5.009889602661133
303,92.0,16,1,23,4.873329378366471
304,141.0,18,0,13,4.856129344701767
305,131.0,16,1,10,4.996345145702362
306,158.0,16,1,1,4.917363328933716
307,147.0,17,1,8,4.90217389702797
308,129.0,18,0,17,4.883744066953659
309,223.0,24,1,6,4.9917314648628235
310,168.0,21,0,14,4.963341780900955
311,211.0,22,0,3,5.033480479717254
312,172.0,19,0,6,4.970400793552399
313,174.0,21,0,12,5.042213881015778
314,-27.0,12,0,49,4.954217035770416
315,141.0,17,1,10,5.071188422441483
316,188.0,20,0,4,5.106356403827667
317,156.0,18,0,8,5.13352721452713
318,133.0,19,0,19,5.04160973072052
319,186.0,21,0,8,4.940739167928696
320,132.0,18,0,16,4.925851554870605
321,184.0,19,0,2,5.071424332857132
322,8.0,8,0,24,5.092273849248886
323,163.0,22,0,19,5.0683577978611
324,162.0,20,1,13,5.0044185423851015
325,88.0,14,2,18,5.056437640190125
326,204.0,21,0,2,5.019914897680283
327,184.0,21,1,9,5.051685070991516
328,154.0,19,0,12,5.059815541505814
329,153.0,18,0,9,5.1385344159603115
330,131.0,16,1,10,4.987729756832123
331,154.0,18,1,9,4.943390508890152
332,114.0,15,0,12,5.0311568987369535
333,89.0,12,2,11,4.957622253894806
334,160.0,20,2,14,4.981420897245407
335,133.0,16,0,9,4.9576993548870085
336,124.0,18,1,19,5.039520256519317
337,156.0,18,0,8,5.091294987201691
338,168.0,18,0,4,4.922072481513023
339,170.0,19,1,7,4.973075454235077
340,180.0,21,0,10,4.984853488206864
341,191.0,20,0,3,4.894474066495896
342,199.0,22,0,7,5.05005298614502
343,148.0,18,1,11,4.94026300907135
344,175.0,19,0,5,5.02493001461029
345,184.0,22,0,12,5.142047774791718
346,198.0,21,0,4,5.033870238065719
347,99.0,18,0,27,5.115647488832474
348,171.0,20,1,10,5.013989392518997
349,46.0,9,1,15,5.026802732944488
350,143.0,16,1,6,4.973436150550842
351,80.0,13,1,17,5.003075771331787
352,106.0,16,0,18,4.9064434283971785
353,163.0,19,0,9,5.030426226854324
354,150.0,18,0,10,4.9318553566932675
355,229.0,25,0,7,4.9314771282672885
356,142.0,16,0,6,5.038876090049744
357,-20.0,13,0,50,4.976119861006737
358,170.0,20,0,10,4.995691586732864
359,192.0,21,0,6,5.078555308580398
360,167.0,20,0,11,4.980080038309097
361,116.0,17,3,19,4.946069483757019
362,204.0,21,0,2,5.018763761520386
363,174.0,18,0,2,5.006671797633171
364,145.0,17,2,9,5.052672857046128
365,171.0,20,1,10,5.114106482267379
366,157.0,19,0,11,5.0681111121177675
367,164.0,20,0,12,5.068711320161819
368,172.0,19,0,6,5.011094701290131
369,94.0,18,1,29,4.972001645565033
370,109.0,16,0,17,5.013786346912384
371,195.0,21,0,5,4.989351704120636
372,151.0,18,1,10,5.107572938203812
373,-116.0,0,1,39,5.037898079156876
374,157.0,19,0,11,5.0330284357070925
375,177.0,21,0,11,5.094052932262421
376,154.0,19,0,12,5.005037282705307
377,153.0,17,1,6,4.957958725094795
378,183.0,20,1,6,4.971433987617493
379,176.0,20,0,8,4.983387395143509
380,198.0,21,0,4,5.158679701089859
381,179.0,20,0,7,5.056203473806381
382,178.0,19,0,4,4.999141747951508
383,138.0,18,0,14,4.9275543963909145
384,166.0,18,1,5,5.091512192487716
385,103.0,16,0,19,4.984826456308365
386,104.0,13,1,9,5.0497549331188205
387,169.0,19,0,7,5.074276014566421
388,159.0,18,3,8,5.0937036049366
389,216.0,24,0,8,4.897594977617263
390,168.0,18,0,4,4.937277017235756
391,-7.0,14,0,49,5.005132049322128
392,45.0,14,1,32,4.981009285449982
393,155.0,17,0,5,5.034713836908341
394,162.0,20,4,14,5.000704290866852
395,137.0,17,0,11,5.093447605371475
396,202.0,22,0,6,5.085424389839172
397,0.0,12,0,40,4.841177703142166
398,18.0,5,1,11,4.932170832157135
399,211.0,22,0,3,4.9647399520874025
400,184.0,19,0,2,4.8490342956781385
401,170.0,19,1,7,4.910781787633896
402,189.0,20,1,4,4.937455261945725
403,187.0,21,1,8,4.983998042345047
404,222.0,24,0,6,5.047046611309051
405,169.0,19,0,7,5.024488773345947
406,150.0,17,1,7,5.06190895318985
407,199.0,22,0,7,5.130859340429306
408,175.0,19,0,5,5.081745182275772
409,228.0,24,0,4,5.047657988071442
410,152.0,20,0,16,5.050126357078552
411,194.0,20,0,2,4.98891312122345
412,169.0,19,0,7,5.034824743270874
413,192.0,21,0,6,5.013267891407013
414,172.0,19,0,6,5.163662464618683
415,222.0,24,0,6,5.092525568008423
416,167.0,19,1,8,5.074845908880234
417,160.0,19,0,10,5.04343093931675
418,174.0,19,2,6,5.126263183355332
419,127.0,15,1,8,5.190802502632141
420,195.0,21,0,5,5.103769603967667
421,180.0,21,0,10,5.211193381547928
422,155.0,18,2,9,5.231153743267059
423,146.0,19,1,15,5.2371106946468355
424,131.0,17,0,13,5.076966820955277
425,185.0,19,1,2,5.170988837480545
426,128.0,17,0,14,5.146748080253601
427,171.0,18,0,3,5.1587200093269345
428,178.0,19,0,4,5.088809672594071
429,182.0,20,0,6,5.124683084487915
430,204.0,21,0,2,5.153802059888839
431,97.0,16,0,21,5.057076905965805
432,251.0,26,0,3,5.090867496728897
433,28.0,10,0,24,5.211714278459549
434,202.0,22,0,6,5.216420993804932
435,180.0,18,0,0,5.1105261123180385
436,242.0,26,0,6,5.242986608743667
437,150.0,18,0,10,5.1692501890659335
438,191.0,20,0,3,5.252139158248902
439,59.0,8,0,7,5.228512465953827
440,145.0,17,2,9,5.074494864940643
441,186.0,21,0,8,5.204428062438965
442,166.0,19,0,8,5.185261498689652
443,227.0,23,3,2,5.235805308818817
444,181.0,19,0,3,5.312183277606964
445,202.0,21,1,3,5.213311861753464
446,162.0,18,0,6,5.270239536762237
447,0.0,3,0,10,5.265222402811051
448,182.0,20,0,6,5.250890153646469
449,176.0,19,1,5,5.233356479406357
450,6.0,3,0,8,5.189291170835495
451,175.0,19,0,5,5.284378552436829
452,165.0,18,0,5,5.082563507556915
453,179.0,18,2,1,5.1845099484920505
454,183.0,20,1,6,5.171038554906845
455,228.0,24,0,4,5.094669157266617
456,181.0,19,0,3,5.161868228912353
457,181.0,19,0,3,5.224221869707107
458,154.0,19,0,12,5.076328140497208
459,170.0,20,0,10,5.0214165329933165
460,192.0,21,0,6,5.051661729812622
461,210.0,22,2,4,5.151643552780151
462,142.0,16,0,6,5.0018428659439085
463,194.0,20,0,2,5.068885608911514
464,177.0,20,1,8,5.15745456457138
465,185.0,20,0,5,5.086432930231094
466,183.0,19,2,3,4.93859228849411
467,216.0,23,1,5,5.145479997396469
468,156.0,17,1,5,5.106747579574585
469,158.0,20,0,14,5.111690984964371
470,72.0,15,0,26,5.078993530273437
471,189.0,21,0,7,5.031980100870133
472,209.0,23,0,7,5.035945776700974
473,201.0,21,0,3,5.0427843189239505
474,217.0,23,2,5,5.057511460781098
475,200.0,20,0,0,5.008486276865005
476,206.0,22,1,5,5.137192199230194
477,182.0,20,0,6,5.230063245296479
478,230.0,24,2,4,5.230018616914749
479,111.0,14,1,10,5.193145594596863
480,204.0,21,0,2,5.103822176456451
481,147.0,16,2,5,5.222229560613632
482,123.0,17,1,16,5.15078494310379
483,171.0,21,0,13,5.15075182557106
484,45.0,15,0,35,5.154918063879013
485,191.0,20,0,3,5.08429617524147
486,169.0,19,0,7,5.128313162326813
487,210.0,23,1,7,5.142345418930054
488,164.0,19,1,9,5.13735584974289
489,168.0,18,0,4,5.096866374015808
490,192.0,20,1,3,5.231202214956284
491,139.0,17,2,11,5.203985010385513
492,145.0,16,0,5,5.145101063251495
493,9.0,13,2,41,5.074076325893402
494,31.0,11,2,27,5.045748838186264
495,165.0,18,0,5,5.061816490888596
496,217.0,22,0,1,5.033927840590477
497,176.0,19,1,5,5.142465560436249
498,160.0,19,0,10,5.173532193899154
499,66.0,14,1,25,5.152448080778122
500,149.0,17,0,7,5.1927076900005344
501,140.0,17,0,10,5.250004740953446
502,194.0,20,0,2,5.279092681407929
503,139.0,16,0,7,5.187116996049881
504,180.0,19,2,4,5.216566824913025
505,221.0,23,0,3,5.285164358615876
506,193.0,21,1,6,5.196835975646973
507,213.0,23,1,6,5.250055246353149
508,178.0,19,0,4,5.272819744348526
509,168.0,18,0,4,5.243115277290344
510,181.0,18,1,0,5.221917490959168
511,197.0,20,0,1,5.160929242372513
512,202.0,22,0,6,5.273515852689743
513,168.0,18,0,4,5.27048538684845
514,184.0,19,0,2,5.167611649036408
515,207.0,21,0,1,5.229853441715241
516,254.0,26,0,2,5.219880204200745
517,182.0,20,0,6,5.206574897766114
518,195.0,21,0,5,5.246335973739624
519,208.0,22,0,4,5.2456542897224425
520,178.0,18,1,1,5.311590942144394
521,181.0,21,1,10,5.292040356397629
522,204.0,21,0,2,5.265004982948303
523,167.0,20,0,11,5.31115269780159
524,182.0,20,0,6,5.283385629653931
525,138.0,17,1,11,5.327787467241287
526,113.0,14,0,9,5.320465003252029
527,195.0,21,0,5,5.198538672924042
528,174.0,18,0,2,5.172621837854385
529,172.0,19,0,6,5.20760137796402
530,-20.0,0,1,7,5.190632746219635
531,137.0,17,0,11,5.2503701436519625
532,88.0,13,3,15,5.144474431276321
533,159.0,20,1,14,5.072225971221924
534,160.0,18,1,7,5.100611777305603
535,198.0,21,0,4,5.022152366638184
536,123.0,21,0,29,5.080765821933746
537,206.0,23,0,8,5.092669965028763
538,177.0,21,0,11,5.12359802365303
539,187.0,19,0,1,5.068206231594086
540,141.0,18,0,13,5.1722534561157225
541,212.0,23,0,6,5.14863896727562
542,157.0,18,1,8,5.112169830799103
543,177.0,21,0,11,5.137256654500962
544,194.0,20,0,2,5.203205451965332
545,204.0,21,0,2,5.18910018324852
546,194.0,20,3,3,5.242667535543442
547,201.0,21,0,3,5.271584124565124
548,171.0,18,0,3,5.220797289609909
549,175.0,18,1,2,5.2169034540653225
550,40.0,16,0,40,5.205244936943054
551,148.0,19,0,14,5.29399269580841
552,129.0,15,0,7,5.185615413188934
553,219.0,23,1,4,5.266762931346893
554,217.0,22,0,1,5.328948546648025
555,118.0,18,1,21,5.311903151273728
556,146.0,17,0,8,5.25019400715828
557,172.0,18,1,3,5.271246937513351
558,44.0,10,1,19,5.193636280298233
559,143.0,16,1,6,5.253951171636581
560,241.0,25,0,3,5.319729410409927
561,207.0,21,0,1,5.378176627159118
562,201.0,23,1,10,5.2148279702663425
563,163.0,19,0,9,5.270560010671615
564,178.0,19,0,4,5.217139587402344
565,191.0,20,0,3,5.283016837835312
566,224.0,23,0,2,5.224592506885529
567,151.0,18,1,10,5.170673540830612
568,175.0,19,0,5,5.195568078756333
569,-36.0,0,0,12,5.175706437826157
570,190.0,22,0,10,5.115175262689591
571,205.0,21,1,2,5.074652801752091
572,191.0,20,0,3,5.035669420957565
573,175.0,18,1,2,5.094918811321259
574,162.0,18,0,6,5.018838660717011
575,141.0,21,0,23,5.120545388460159
576,215.0,22,1,2,5.216179248094559
577,160.0,18,1,7,5.222962880134583
578,211.0,22,0,3,5.127332283258438
579,171.0,18,0,3,5.1446793687343595
580,164.0,18,2,6,5.1433375811576845
581,222.0,24,0,6,5.215458346605301
582,154.0,18,1,9,5.234162349700927
583,95.0,18,2,29,5.146784745454788
584,173.0,20,0,9,5.242503887414932
585,185.0,20,0,5,5.210224785804749
586,185.0,20,0,5,5.105638456344605
587,165.0,18,0,5,5.144935609102249
588,168.0,18,0,4,5.2430090951919555
589,219.0,23,1,4,5.133245741128921
590,249.0,26,1,4,5.281120791435241
591,202.0,22,0,6,5.250825053453445
592,207.0,21,0,1,5.24940413236618
593,182.0,20,0,6,5.317412071228027
594,177.0,18,0,1,5.433015891313553
595,185.0,20,0,5,5.3736830079555515
596,44.0,11,3,23,5.304038332700729
597,195.0,21,0,5,5.317926280498504
598,172.0,19,0,6,5.356233087778091
599,145.0,16,0,5,5.323233487606049
600,183.0,20,1,6,5.3472849249839784
601,184.0,19,0,2,5.350140116214752
602,-88.0,0,2,30,5.278631069660187
603,211.0,22,0,3,5.179653795957566
604,171.0,18,0,3,5.198599278926849
605,213.0,22,2,3,5.1660278701782225
606,196.0,22,0,8,5.237686357498169
607,158.0,17,0,4,5.330571488142014
608,217.0,22,0,1,5.310221602916718
609,88.0,19,0,34,5.303230302333832
610,193.0,20,2,3,5.163248558044433
611,171.0,20,1,10,5.150069091320038
612,207.0,21,0,1,5.20030246257782
613,196.0,22,0,8,5.222444286346436
614,65.0,14,0,25,5.1623411405086514
615,178.0,18,1,1,5.146086293458938
616,220.0,25,0,10,5.2189884281158445
617,149.0,16,1,4,5.273785310983658
618,-39.0,11,4,51,5.163705378770828
619,175.0,19,0,5,5.182696393728256
620,201.0,21,0,3,5.287633340358735
621,195.0,21,0,5,5.305009489059448
622,181.0,19,0,3,5.264620523452759
623,111.0,12,0,3,5.203083180189132
624,205.0,22,0,5,5.305956786870956
625,58.0,17,2,38,5.239746840000152
626,231.0,24,0,3,5.198191351890564
627,207.0,21,0,1,5.251425998210907
628,191.0,20,0,3,5.247035530805587
629,189.0,21,0,7,5.239376804828644
630,108.0,16,2,18,5.240329806804657
631,194.0,20,0,2,5.245517381429672
632,195.0,21,0,5,5.218927509784699
633,201.0,21,0,3,5.247847377061844
634,188.0,20,0,4,5.232721775770187
635,205.0,22,0,5,5.260395941734314
636,159.0,17,1,4,5.251269997358322
637,56.0,17,0,38,5.290683450698853
638,-49.0,8,0,43,5.1766137492656705
639,64.0,16,0,32,5.243667420148849
640,159.0,18,0,7,5.158393918275833
641,-46.0,10,1,49,5.140297385454178
642,217.0,22,0,1,5.081487149000168
643,198.0,21,0,4,5.135902330875397
644,215.0,23,0,5,5.210701907873154
645,1.0,13,0,43,5.139144738912583
646,176.0,19,1,5,5.1231501984596255
647,204.0,21,0,2,5.2877910721302035
648,230.0,24,2,4,5.243352389335632
649,-78.0,12,0,66,5.334885755777359
650,196.0,21,1,5,5.303876858949661
651,179.0,20,0,7,5.410203785896301
652,182.0,20,0,6,5.347991188764572
653,197.0,20,0,1,5.384941146373749
654,205.0,21,1,2,5.370504077672958
655,218.0,23,0,4,5.343137627840042
656,199.0,22,0,7,5.390695743560791
657,79.0,9,4,5,5.380276610851288
658,183.0,21,0,9,5.203327548503876
659,166.0,18,1,5,5.31564670920372
660,77.0,17,0,31,5.261010123491287
661,161.0,17,0,3,5.2285333144664765
662,175.0,19,0,5,5.303718513250351
663,185.0,19,1,2,5.248377425670624
664,107.0,17,0,21,5.256472390890122
665,158.0,17,0,4,5.288912352323532
666,239.0,26,0,7,5.301642371416092
667,172.0,19,0,6,5.20292849779129
668,180.0,20,4,8,5.242437480688095
669,65.0,9,2,9,5.232258220911026
670,166.0,19,0,8,5.192712639570236
671,128.0,14,0,4,5.200499387979508
672,208.0,22,0,4,5.302569308280945
673,213.0,24,0,9,5.3024067318439485
674,216.0,24,0,8,5.299011532068253
